From :   1  To : 200 Step =   1 Uplo = 'L' Inc_x = 1 Inc_y = 1 Loops = 1
   SIZE       Flops
    151x151 :    20267.56 MFlops
    152x152 :    23104.00 MFlops
    153x153 :    20808.00 MFlops
    154x154 :    21080.89 MFlops
    155x155 :    21355.56 MFlops
    156x156 :    24336.00 MFlops
    157x157 :    19719.20 MFlops
    158x158 :    22190.22 MFlops
    159x159 :    20224.80 MFlops
    160x160 :    25600.00 MFlops
    161x161 :    20736.80 MFlops
    162x162 :    23328.00 MFlops
    163x163 :    19322.91 MFlops
    164x164 :    23907.56 MFlops
    165x165 :    19800.00 MFlops
    166x166 :    22044.80 MFlops
    167x167 :    22311.20 MFlops
    168x168 :    25088.00 MFlops
    169x169 :    22848.80 MFlops
    170x170 :    23120.00 MFlops
    171x171 :    19494.00 MFlops
    172x172 :    23667.20 MFlops
    173x173 :    19952.67 MFlops
    174x174 :    24220.80 MFlops
    175x175 :    22272.73 MFlops
    176x176 :    24780.80 MFlops
    177x177 :    20886.00 MFlops
    178x178 :    23042.91 MFlops
    179x179 :    21360.67 MFlops
    180x180 :    25920.00 MFlops
    181x181 :    23826.18 MFlops
    182x182 :    24090.18 MFlops
    183x183 :    22326.00 MFlops
    184x184 :    27084.80 MFlops
    185x185 :    22816.67 MFlops
    186x186 :    21289.85 MFlops
    187x187 :    23312.67 MFlops
    188x188 :    25704.73 MFlops
    189x189 :    23814.00 MFlops
    190x190 :    24066.67 MFlops
    191x191 :    22449.85 MFlops
    192x192 :    22685.54 MFlops
    193x193 :    18624.50 MFlops
    194x194 :    20072.53 MFlops
    195x195 :    19012.50 MFlops
    196x196 :    21952.00 MFlops
    197x197 :    19404.50 MFlops
    198x198 :    19602.00 MFlops
    199x199 :    19800.50 MFlops
    200x200 :    21333.33 MFlops
